user_id,video_id,timestamp
37,8668,1598287095.235
37,5791,1598287942.683
37,6010,1598288984.926
37,3076,1598291555.084
37,3119,1598292066.67
37,10372,1598298775.226
37,9166,1598303990.823
37,9178,1598371426.308
37,4763,1598382368.547
37,1260,1598385241.764
37,3037,1598388280.571
37,4451,1598393126.834
37,1439,1598457947.197
37,7799,1598458650.385
37,1434,1598459391.978
37,4165,1598459546.893
37,4425,1598460135.995
37,3160,1598460876.327
37,1405,1598461737.682
37,6241,1598462888.469
37,1430,1598467301.61
37,6331,1598469489.924
37,4250,1598469726.999
37,7354,1598469976.998
37,2847,1598472629.071
37,9129,1598481114.645
37,1445,1598481957.916
37,4806,1598544243.913
37,3189,1598544720.721
37,10462,1598545122.902
37,3089,1598549155.592
37,3166,1598552882.176
37,9234,1598553481.41
37,6221,1598555002.395
37,9219,1598555259.211
37,7775,1598555329.898
37,4721,1598557628.173
37,6321,1598566076.11
37,3211,1598566509.703
37,4798,1598568838.296
37,10500,1598630715.943
37,3245,1598631193.56
37,1511,1598631824.892
37,7852,1598631963.465
37,1529,1598632219.816
37,4312,1598632386.029
37,1404,1598632402.267
37,1452,1598632944.028
37,4853,1598633016.476
37,7785,1598633939.082
37,10415,1598634062.68
37,4742,1598634305.547
37,10506,1598637095.046
37,9112,1598678270.597
37,6422,1598744993.461
37,3247,1598745167.363
37,9261,1598751439.052
37,10519,1598751503.028
37,3289,1598782828.305
37,1583,1598783431.682
37,3304,1598805446.228
37,1415,1598813056.788
37,7760,1598814736.989
37,1564,1598815433.829
37,3265,1598831374.625
37,3293,1598840613.863
37,6467,1598891132.738
37,7936,1598892175.281
37,3338,1598892217.587
37,4932,1598914108.346
37,4978,1598976562.771
37,10589,1598992419.319
37,1667,1599068535.153
37,3382,1599082013.304
37,10595,1599083815.981
37,6523,1599148950.525
37,7887,1599150323.985
37,1101,1599158801.421
37,5027,1599164175.985
37,1507,1599238418.091
37,3185,1599238539.446
37,4791,1599239224.894
41,1414,1598295356.737
41,9991,1598295766.038
41,6311,1598298384.086
41,1341,1598299399.079
41,4679,1598300140.335
41,10070,1598301102.122
41,10395,1598301395.783
41,2716,1598301721.364
41,9060,1598302396.372
41,10424,1598304875.024
41,9149,1598307956.78
41,804,1598308181.304
41,1430,1598310368.623
41,4634,1598310762.177
41,4763,1598311987.287
41,8758,1598312646.171
41,7775,1598322968.096
41,9178,1598325194.561
41,7788,1598384124.941
41,1402,1598390764.522
41,4652,1598395366.506
41,1433,1598396919.268
41,3141,1598397188.024
41,7689,1598401933.878
41,10034,1598408317.727
41,1439,1598415159.475
41,1456,1598472013.833
41,3160,1598472153.471
41,7799,1598472358.373
41,6332,1598472922.364
41,5903,1598473558.442
41,4758,1598473705.694
41,1445,1598474969.659
41,7794,1598476596.877
41,3166,1598478631.437
41,4429,1598478916.42
41,2609,1598483096.572
41,1452,1598505968.602
41,3151,1598507398.588
41,7820,1598557141.725
41,3211,1598557687.94
41,4798,1598563913.848
41,3183,1598564474.911
41,10500,1598640866.382
41,10506,1598641882.799
41,1175,1598654508.66
41,4847,1598670365.351
41,4858,1598671810.31
41,9261,1598674837.188
41,3050,1598677279.811
41,3265,1598690506.608
41,9155,1598693007.194
41,10519,1598734143.878
41,9284,1598735741.83
41,9053,1598735926.32
41,8942,1598736883.468
41,1565,1598742300.05
41,1583,1598769381.199
41,9291,1598769865.362
41,3288,1598771789.556
41,10552,1598812814.699
41,3290,1598813142.735
41,7887,1598813587.445
41,1511,1598831072.071
41,3293,1598833941.099
41,4932,1598849808.222
41,7932,1598852730.857
41,7710,1598853513.327
41,3338,1598903466.715
41,6255,1598905370.177
41,1612,1598905766.034
41,2970,1598921700.301
41,3344,1598922914.447
41,10595,1598929736.206
41,9234,1598930592.708
41,10462,1598931172.975
41,4987,1598995040.688
41,1667,1599028138.219
41,4806,1599028976.668
41,4416,1599040313.37
41,6467,1599080657.827
41,6523,1599096821.978
41,1130,1599103604.971
41,9106,1599103891.254
41,6242,1599108546.589
41,1073,1599108556.334
41,1061,1599109107.682
41,2836,1599113630.693
41,5027,1599159778.749
41,7760,1599166340.512
51,4760,1598286937.348
51,7778,1598287321.048
51,4739,1598287860.297
51,1425,1598287914.051
51,3131,1598288830.458
51,6320,1598289603.609
51,10424,1598291482.732
51,7760,1598298393.196
51,3132,1598300645.48
51,2580,1598311061.814
51,1430,1598313029.044
51,9178,1598376218.832
51,1439,1598424975.03
51,7788,1598427490.222
51,3141,1598430936.308
51,1314,1598431765.366
51,1444,1598433199.647
51,1452,1598434995.144
51,7799,1598437856.674
51,1402,1598438147.608
51,4763,1598438555.343
51,6331,1598440725.962
51,4775,1598441126.615
51,6332,1598442040.303
51,1445,1598443192.829
51,3032,1598449788.838
51,1434,1598451780.302
51,3166,1598455845.851
51,1456,1598463784.727
51,7794,1598511505.805
51,3185,1598511639.082
51,7775,1598524480.738
51,1437,1598525981.172
51,9223,1598528163.856
51,7820,1598530023.834
51,10462,1598531041.531
51,10404,1598536361.348
51,7844,1598631446.546
51,10500,1598631867.57
51,1507,1598632537.58
51,4858,1598697843.365
51,3211,1598698123.762
51,10457,1598698162.022
51,10506,1598698200.372
51,9234,1598698570.75
51,4810,1598698628.671
51,3258,1598698908.248
51,3247,1598699328.011
51,3151,1598699690.388
51,1546,1598701259.337
51,3183,1598701973.813
51,9261,1598702271.496
51,1422,1598709409.842
51,1579,1598759337.873
51,1564,1598759669.554
51,10519,1598760368.631
51,4806,1598760501.977
51,1524,1598761086.685
51,9284,1598767842.394
51,7887,1598769019.874
51,1565,1598771573.147
51,9291,1598776838.542
51,3290,1598790577.365
51,3288,1598842702.471
51,9199,1598843561.176
51,9175,1598846416.0
51,3965,1598847590.89
51,3307,1598849720.229
51,1612,1598859751.36
51,7932,1598860995.378
51,4932,1598861250.413
51,9053,1598863933.839
51,5588,1598866598.806
51,7161,1598866723.587
51,6467,1598867714.659
51,136,1598873093.905
51,3338,1598890600.462
51,6255,1598902012.336
51,6377,1598912611.89
51,3304,1598917899.099
51,3344,1598920555.177
51,10589,1598921192.808
51,4978,1598977497.222
51,4987,1598977681.762
51,3360,1598977841.51
51,3265,1598977907.774
51,10595,1598978007.877
51,4944,1598980545.851
51,1643,1598993756.483
51,1511,1598993875.316
51,3857,1599031983.067
51,6533,1599063954.369
51,9554,1599146497.996
51,5027,1599148018.841
51,7975,1599201322.106
51,4738,1599206166.447
51,6523,1599207199.368
55,6070,1598289456.135
55,9158,1598290940.954
55,9166,1598292640.583
55,6295,1598305229.572
55,4745,1598321974.648
55,10386,1598322099.06
55,1260,1598322598.84
55,4763,1598322635.71
55,7775,1598367046.508
55,1425,1598368186.587
55,7594,1598369546.108
55,4205,1598411098.396
55,4149,1598421032.739
55,6241,1598428421.311
55,3160,1598483973.511
55,1341,1598485614.606
55,1456,1598494616.513
55,3185,1598514865.928
55,7799,1598539221.315
55,10462,1598539549.321
55,6346,1598539615.62
55,4798,1598540213.147
55,3189,1598540351.228
55,10457,1598541632.543
55,4806,1598542385.395
55,7820,1598543265.743
55,3183,1598546480.11
55,2582,1598547626.113
55,3211,1598572191.666
55,9266,1598696540.167
55,4875,1598704780.226
55,4810,1598704922.797
55,1529,1598705061.06
55,3249,1598705325.599
55,4858,1598705732.917
55,3247,1598705789.968
55,6377,1598706229.709
55,4853,1598706423.152
55,1511,1598782425.75
55,9234,1598782615.785
55,1572,1598782867.36
55,3266,1598796853.783
55,10519,1598796908.662
55,6422,1598797017.736
55,9299,1598797638.03
55,1437,1598798372.132
55,1579,1598799021.399
55,3265,1598799541.687
55,3293,1598842393.892
55,1524,1598846398.966
55,4932,1598857121.918
55,7932,1598864746.153
55,1354,1598865378.569
55,3338,1598888658.702
55,6309,1598891157.32
55,1565,1598897689.733
55,4791,1598899947.919
55,7505,1598913603.829
55,3024,1598918244.576
55,1335,1598919148.305
55,10595,1598938229.405
55,1445,1598938292.263
55,4978,1598960502.692
55,3360,1598960512.356
55,4987,1598970430.43
55,6502,1599033723.533
55,7975,1599034322.057
55,1667,1599036011.214
55,5027,1599136757.879
55,6287,1599141064.61
64,9171,1598297527.073
64,7643,1598298019.926
64,2925,1598298098.216
64,3132,1598298161.509
64,4739,1598298945.073
64,6311,1598298999.858
64,6244,1598299145.567
64,9162,1598299158.19
64,4742,1598299430.539
64,3138,1598299563.626
64,3131,1598299782.903
64,3119,1598300890.824
64,1429,1598301162.837
64,9160,1598301356.701
64,2955,1598301935.626
64,1223,1598309065.764
64,10395,1598310049.815
64,6266,1598316629.897
64,1430,1598318000.981
64,1423,1598318496.055
64,7775,1598322893.943
64,4763,1598324101.728
64,6320,1598326558.491
64,5980,1598327261.392
64,10042,1598329349.475
64,6321,1598330153.277
64,4758,1598331958.782
64,1415,1598376094.244
64,9178,1598376235.719
64,4451,1598376698.295
64,6317,1598388169.726
64,1434,1598388642.035
64,7788,1598389158.063
64,1402,1598390413.79
64,7760,1598392228.794
64,10370,1598398190.345
64,3130,1598399137.446
64,4738,1598402826.066
64,9170,1598405079.401
64,1439,1598421832.234
64,10377,1598423389.401
64,9158,1598424179.903
64,1433,1598424828.413
64,1444,1598424857.575
64,6241,1598424953.812
64,3127,1598425463.725
64,7794,1598502611.093
64,9199,1598502693.841
64,3160,1598502782.052
64,1456,1598502861.829
64,6332,1598502987.92
64,6331,1598502998.279
64,3166,1598504398.417
64,10424,1598506567.311
64,6330,1598506653.762
64,3151,1598507679.503
64,9223,1598508892.974
64,10457,1598512426.005
64,6010,1598520149.076
64,1445,1598524773.752
64,8777,1598529283.041
64,7820,1598530785.501
64,3133,1598532303.49
64,4663,1598554616.837
64,4721,1598555388.385
64,1146,1598557756.141
64,3128,1598560773.502
64,9234,1598572634.444
64,3211,1598575563.293
64,1305,1598576197.21
64,10462,1598577014.0
64,1452,1598578203.287
64,3141,1598581142.958
64,4810,1598581326.121
64,3183,1598581477.694
64,9219,1598581929.582
64,4819,1598582121.811
64,1507,1598587594.79
64,7299,1598594145.825
64,7354,1598597026.562
64,6346,1598597503.239
64,4798,1598597992.011
64,9106,1598599020.371
64,7844,1598664572.53
64,10500,1598664651.515
64,4853,1598664694.941
64,1422,1598665098.917
64,10506,1598666029.102
64,3245,1598666099.169
64,7500,1598669708.369
64,1546,1598669885.788
64,6377,1598672149.732
64,4858,1598673773.968
64,5954,1598678401.061
64,3247,1598678619.642
64,9097,1598682451.991
64,1511,1598686787.561
64,1564,1598753100.629
64,9261,1598753618.921
64,6422,1598753820.602
64,7887,1598754015.451
64,9284,1598754120.151
64,1579,1598755790.896
64,1565,1598755861.176
64,10206,1598758119.939
64,7594,1598759509.046
64,8728,1598763458.541
64,10519,1598763732.091
64,3258,1598768542.216
64,6319,1598768780.095
64,10420,1598788727.786
64,1583,1598788947.856
64,3288,1598791510.109
64,3289,1598794358.764
64,3290,1598794680.119
64,6441,1598798193.199
64,3244,1598823846.374
64,3304,1598823872.632
64,4932,1598849294.993
64,7932,1598853303.058
64,1612,1598855300.882
64,9175,1598855486.724
64,3307,1598856111.581
64,1136,1598856422.417
64,9291,1598859328.491
64,6467,1598872975.764
64,5995,1598875442.643
64,7698,1598878854.897
64,3293,1598879532.519
64,6242,1598881356.038
64,3338,1598883373.594
64,1622,1598915140.816
64,10589,1598919628.304
64,3344,1598921285.249
64,4710,1598922408.828
64,10346,1598928336.787
64,6502,1598952346.855
64,4978,1598954284.594
64,10159,1598955153.956
64,3265,1598961616.054
64,4987,1598984686.282
64,3360,1598984696.974
64,10595,1598984758.658
64,7748,1599007959.691
64,10184,1599104998.265
64,6533,1599105026.081
64,3382,1599105747.623
64,7975,1599105900.611
64,1379,1599106445.435
64,1156,1599106699.332
64,6523,1599110966.135
64,1524,1599140021.237
64,5027,1599140098.66
64,10414,1599276004.077
73,6070,1598284955.35
73,1430,1598312472.783
73,4586,1598314614.233
73,10279,1598319155.723
73,9178,1598320411.994
73,1420,1598330622.748
73,4318,1598336421.449
73,7788,1598372406.294
73,4451,1598372791.836
73,9974,1598373856.493
73,6010,1598407231.964
73,7785,1598410314.669
73,7721,1598410980.263
73,6222,1598418542.577
73,8670,1598432311.303
73,7799,1598459110.299
73,7794,1598489450.08
73,4791,1598492843.956
73,3185,1598508609.04
73,3183,1598520253.882
73,6346,1598544089.855
73,9219,1598544636.857
73,10462,1598544704.663
73,7820,1598545937.614
73,10213,1598546328.832
73,10457,1598570253.496
73,9105,1598571324.384
73,3211,1598572286.068
73,9234,1598572403.724
73,10506,1598630608.236
73,7852,1598630940.011
73,2745,1598630956.342
73,4847,1598634070.912
73,6259,1598661879.075
73,4853,1598669083.122
73,4745,1598670691.628
73,4858,1598673590.282
73,3265,1598717700.507
73,10519,1598746273.338
73,1565,1598746467.654
73,2902,1598747529.444
73,10325,1598747853.77
73,4678,1598749621.728
73,1579,1598756152.649
73,10367,1598778120.499
73,9299,1598829133.77
73,4932,1598847181.566
73,6467,1598850752.008
73,7932,1598853126.001
73,1622,1598879312.954
73,3074,1598880381.154
73,3338,1598882653.961
73,3344,1598918935.485
73,4944,1599006251.554
73,3096,1599089665.006
73,4723,1599103523.133
73,6275,1599125725.115
73,5027,1599140109.582
75,4744,1598325791.087
75,9178,1598325856.217
75,1430,1598326262.026
75,7775,1598326594.923
75,1391,1598326993.032
75,4763,1598345770.917
75,7281,1598354747.905
75,2745,1598360532.413
75,4758,1598434481.282
75,7778,1598434619.219
75,9166,1598434993.643
75,1452,1598445629.692
75,9158,1598445644.146
75,7794,1598503299.764
75,1445,1598517642.973
75,3166,1598517737.085
75,6330,1598520060.732
75,10424,1598526441.024
75,10462,1598534248.392
75,7820,1598535248.259
75,3183,1598585418.89
75,4806,1598585505.68
75,4721,1598586764.603
75,1511,1598606123.008
75,1336,1598606831.123
75,4707,1598608206.407
75,4739,1598608338.165
75,8922,1598608379.34
75,1370,1598608626.445
75,10500,1598670937.859
75,9234,1598671567.795
75,6221,1598671640.249
75,5954,1598672682.88
75,3160,1598672747.978
75,4268,1598674275.795
75,10506,1598692187.893
75,4858,1598692557.135
75,835,1598696741.946
75,9261,1598696770.897
75,3074,1598697378.977
75,1564,1598756557.951
75,1565,1598757354.423
75,10519,1598760103.133
75,3265,1598762974.768
75,7887,1598780704.306
75,3293,1598844574.156
75,9149,1598847744.63
75,3290,1598847810.424
75,10323,1598848526.764
75,6332,1598856215.199
75,3288,1598857974.068
75,4932,1598859526.135
75,10595,1598947277.618
75,3338,1598948002.098
75,3344,1598957301.64
75,7594,1598964700.554
75,5027,1599181331.689
97,1139,1598307860.989
97,7778,1598308022.103
97,3128,1598309755.819
97,4745,1598310244.627
97,8668,1598310906.112
97,3138,1598311477.259
97,3029,1598311544.336
97,4763,1598311867.577
97,6296,1598314228.671
97,1415,1598317153.874
97,1401,1598320580.974
97,6311,1598320616.513
97,1136,1598321741.785
97,4715,1598326967.249
97,3132,1598327357.178
97,9178,1598330148.59
97,1434,1598394802.823
97,1444,1598434161.05
97,6241,1598434626.798
97,1402,1598434894.955
97,9158,1598436812.269
97,6330,1598442105.348
97,3166,1598450218.425
97,1456,1598483206.337
97,1445,1598483897.277
97,7794,1598484282.858
97,6288,1598485584.0
97,6331,1598523088.74
97,10457,1598523738.733
97,4806,1598525547.867
97,7289,1598530283.289
97,6303,1598531756.664
97,1420,1598569537.606
97,4810,1598575457.76
97,9234,1598575749.575
97,4744,1598576425.113
97,10406,1598586914.384
97,3183,1598592696.959
97,3041,1598596140.743
97,7844,1598702720.612
97,4858,1598702751.162
97,10500,1598705224.159
97,9261,1598709513.303
97,1524,1598710856.691
97,1529,1598711406.299
97,3288,1598795139.372
97,3289,1598795271.599
97,4853,1598795302.205
97,1546,1598795658.417
97,3074,1598795699.18
97,1565,1598795790.852
97,3293,1598866464.938
97,6467,1598866655.97
97,7932,1598866703.012
97,4847,1598866935.438
97,9155,1598867502.672
97,10519,1598867540.775
97,4932,1598867751.241
97,3290,1598868006.277
97,10377,1598868662.521
97,1217,1598869769.21
97,7760,1598869810.235
97,3307,1598869944.596
97,6422,1598871803.883
97,1564,1598873451.714
97,3338,1598913234.021
97,1622,1598915449.993
97,3022,1598918883.831
97,3344,1598919541.726
97,1341,1598930059.646
97,6502,1598997839.417
97,1643,1598998703.045
97,3265,1598999390.231
97,4987,1598999690.891
97,1403,1598999962.911
97,4944,1599074112.489
97,4875,1599177904.098
97,9284,1599182101.661
97,1373,1599298586.823
98,10424,1598287551.594
98,1260,1598288694.499
98,6063,1598290451.615
98,3132,1598291038.107
98,6320,1598293035.859
98,2570,1598300577.539
98,6321,1598301017.806
98,7778,1598301290.287
98,1430,1598312300.234
98,9178,1598373388.987
98,1402,1598374377.873
98,4763,1598375353.81
98,4758,1598379602.296
98,9158,1598380563.84
98,4604,1598399734.319
98,10406,1598467301.392
98,3166,1598468536.604
98,1439,1598469728.46
98,4718,1598469801.323
98,1445,1598473059.086
98,3160,1598476498.035
98,6330,1598477090.352
98,1456,1598488566.047
98,7794,1598491853.889
98,3151,1598494706.435
98,1452,1598497823.908
98,3189,1598551547.87
98,9166,1598551683.316
