video_id,feat
157,[11]
158,[7]
159,[15]
160,[28]
161,[9]
162,[20]
163,[12]
164,[7]
165,[1]
166,[15]
167,[6]
168,[28]
169,[11]
170,"[8, 11]"
171,"[25, 11, 10]"
172,"[6, 12, 19]"
173,[9]
174,[16]
175,[12]
176,[5]
177,[11]
178,"[12, 11]"
179,[28]
180,[8]
181,[16]
182,[2]
183,[28]
184,"[11, 5]"
185,[11]
186,"[11, 28]"
187,[20]
188,"[19, 11]"
189,[12]
190,[23]
191,[12]
192,[20]
193,[5]
194,[12]
195,[16]
196,[9]
197,[11]
198,[5]
199,[25]
200,"[9, 19, 6]"
201,[8]
202,[5]
203,"[9, 28, 17]"
204,[4]
205,[7]
206,[28]
207,"[11, 4]"
208,[11]
209,[4]
210,"[5, 11]"
211,"[28, 9]"
212,[1]
213,[5]
214,[12]
215,"[6, 9]"
216,[19]
217,"[28, 9]"
218,[2]
219,[11]
220,[5]
221,[16]
222,"[9, 11]"
223,"[6, 17, 9]"
224,[13]
225,[19]
226,"[11, 23]"
227,[5]
228,[9]
229,"[28, 9]"
230,[13]
231,[11]
232,[7]
233,[10]
234,[19]
235,[23]
236,[28]
237,"[28, 17]"
238,[26]
239,[13]
240,[19]
241,[5]
242,[13]
243,[17]
244,[16]
245,[13]
246,[4]
247,[11]
248,[20]
249,[25]
250,[3]
251,[1]
252,[6]
253,[25]
254,[6]
255,"[11, 26]"
256,[28]
257,"[15, 14]"
258,[28]
259,[20]
260,[11]
261,[19]
262,[1]
263,[11]
264,"[9, 6]"
265,"[9, 17]"
266,[16]
267,"[11, 8, 19]"
268,[6]
269,[11]
270,[17]
271,[28]
272,[6]
273,[23]
274,[11]
275,[11]
276,[5]
277,[5]
278,[11]
279,"[5, 18]"
280,[26]
281,"[9, 6]"
282,[15]
283,[11]
284,[5]
285,"[17, 19]"
286,"[6, 9]"
287,[28]
288,[28]
289,"[9, 28]"
290,"[25, 9]"
291,[7]
292,[6]
293,[9]
294,[8]
295,[11]
296,"[11, 28, 9]"
297,"[14, 28]"
298,[12]
299,[13]
300,"[25, 28, 9]"
301,"[28, 30]"
302,"[9, 6]"
303,[16]
304,[11]
305,[1]
306,[12]
307,[6]
308,[12]
309,"[9, 12]"
310,[11]
311,[8]
312,"[6, 14]"
313,"[8, 5]"
314,[5]
315,[11]
316,[28]
317,[26]
318,"[6, 28]"
319,"[8, 26]"
320,[28]
321,[11]
322,[11]
323,[9]
324,"[17, 8]"
325,"[10, 26]"
326,[28]
327,"[8, 19]"
328,[28]
329,[11]
330,[11]
331,[9]
332,[11]
333,[28]
334,[5]
335,[19]
336,[20]
337,[3]
338,[19]
339,[28]
340,[8]
341,[7]
342,"[13, 6, 9]"
343,[6]
344,[7]
345,[20]
346,[11]
347,[5]
348,"[6, 28]"
349,[15]
350,[7]
351,[11]
352,"[11, 15]"
353,[11]
354,[11]
355,[4]
356,"[7, 16, 11]"
357,[2]
358,[1]
359,[28]
360,[11]
361,"[6, 8, 9, 11]"
362,[2]
363,[7]
364,"[7, 11]"
365,[28]
366,[28]
367,[13]
368,"[28, 25, 9]"
369,"[1, 8]"
370,[11]
371,[19]
372,[5]
373,[26]
374,[25]
375,[4]
376,[5]
377,[11]
378,[28]
379,[11]
380,"[9, 6, 17]"
381,[4]
382,[28]
383,[13]
384,[9]
385,[5]
386,[28]
387,[8]
388,"[11, 6, 9]"
389,[6]
390,[8]
391,"[20, 11]"
392,[11]
393,[6]
394,[12]
395,"[8, 11]"
396,[19]
397,[5]
398,[5]
399,[9]
400,[6]
401,"[6, 7]"
402,"[28, 9]"
403,"[9, 25]"
404,"[30, 28]"
405,[8]
406,[11]
407,[11]
408,[19]
409,[7]
410,[28]
411,[9]
412,[11]
413,"[28, 17]"
414,"[6, 5]"
415,[15]
416,[15]
417,[25]
418,"[28, 9]"
419,[12]
420,[11]
421,[19]
422,[12]
423,"[9, 28]"
424,[12]
425,[11]
426,[16]
427,[18]
428,[9]
429,[6]
430,"[25, 28]"
431,[16]
432,[7]
433,[15]
434,[25]
435,[20]
436,[6]
437,[6]
438,[8]
439,"[25, 9]"
440,[13]
441,[5]
442,[28]
443,[8]
444,[11]
445,"[28, 19]"
446,"[6, 8]"
447,[8]
448,[9]
449,[11]
450,"[1, 11]"
451,[16]
452,[11]
453,[19]
454,[15]
455,[1]
456,[17]
457,[20]
458,[13]
459,[25]
460,"[15, 19]"
461,[11]
462,"[25, 28]"
463,[7]
464,[12]
465,"[26, 6]"
466,"[15, 19]"
467,[11]
468,[9]
469,"[6, 9]"
470,"[25, 12]"
471,[28]
472,[6]
473,[5]
474,[5]
475,[19]
476,[2]
477,[17]
478,[12]
479,[11]
480,[8]
481,"[11, 6]"
482,[19]
483,[19]
484,"[11, 22]"
485,"[15, 9]"
486,"[9, 6]"
487,[9]
488,[8]
489,[19]
490,[10]
491,"[7, 15, 18]"
492,[19]
493,"[11, 28, 17]"
494,[7]
495,"[25, 6]"
496,"[9, 11]"
497,[12]
498,[11]
499,[7]
500,[5]
501,"[25, 28]"
502,[5]
503,[19]
504,[11]
505,[11]
506,[25]
507,"[15, 19]"
508,[8]
509,"[10, 26]"
510,[15]
511,[1]
512,[3]
513,[25]
514,[5]
515,[11]
516,[26]
517,"[7, 15]"
518,[28]
519,[24]
520,"[28, 25]"
521,"[17, 9]"
522,"[6, 15]"
523,"[11, 10, 15]"
524,"[5, 20]"
525,[28]
526,[5]
527,[8]
528,[6]
529,[2]
530,[26]
531,"[11, 1]"
532,[6]
533,"[4, 11]"
534,[19]
535,"[9, 6]"
536,[28]
537,[26]
538,"[19, 6]"
539,"[11, 8]"
540,"[20, 8, 9]"
541,"[1, 11]"
542,"[19, 15]"
543,"[28, 9]"
544,"[7, 16]"
545,"[10, 8, 26]"
546,[7]
547,[19]
548,[7]
549,[12]
550,[6]
551,[11]
552,[9]
553,[26]
554,"[5, 20]"
555,"[11, 28]"
556,[15]
557,"[6, 28]"
558,[6]
559,[7]
560,[20]
561,[19]
562,"[6, 8]"
563,"[28, 2, 9]"
564,[16]
565,[6]
566,[12]
567,"[9, 6, 25]"
568,[10]
569,"[17, 28, 9]"
570,"[8, 26]"
571,[25]
572,[12]
573,[11]
574,[14]
575,"[9, 2]"
576,"[9, 28, 17]"
577,[28]
578,"[28, 9]"
579,"[28, 9]"
580,[28]
581,[8]
582,"[8, 11]"
583,"[26, 17]"
584,"[5, 11]"
585,[1]
586,"[1, 8]"
587,[11]
588,[5]
589,"[15, 19]"
590,[28]
591,"[11, 28]"
592,[28]
593,"[9, 15]"
594,"[9, 11, 28]"
595,[15]
596,"[11, 20]"
597,[12]
598,[11]
599,"[17, 28, 9]"
600,[18]
601,"[17, 28]"
602,[6]
603,[15]
604,"[11, 5]"
605,"[8, 11]"
606,[15]
607,"[9, 17]"
608,"[14, 28]"
609,"[15, 6]"
610,"[25, 28]"
611,"[8, 5]"
612,"[26, 10]"
613,"[6, 25, 9]"
614,[15]
615,"[19, 28]"
616,[8]
617,[10]
618,"[19, 11]"
619,[8]
620,[15]
621,[8]
622,[28]
623,[5]
624,[28]
625,[10]
626,"[8, 6]"
627,"[5, 26, 8]"
628,[26]
629,[6]
630,[15]
631,"[6, 12]"
632,"[28, 6, 9]"
633,"[6, 1]"
634,"[8, 6, 12]"
635,[17]
636,"[11, 7]"
637,"[9, 11]"
638,"[10, 25]"
639,"[9, 28]"
640,"[6, 1, 8]"
641,[28]
642,"[28, 19]"
643,"[28, 9]"
644,[13]
645,"[15, 8, 26]"
646,"[28, 9]"
647,"[12, 25, 13]"
648,[5]
649,[28]
650,[8]
651,[10]
652,[28]
653,[12]
654,[8]
655,"[27, 9, 11]"
656,"[6, 7]"
657,"[6, 28]"
658,"[6, 1, 8]"
659,"[26, 8]"
660,"[5, 8]"
661,"[5, 26, 8]"
662,"[11, 25]"
663,[28]
664,"[9, 28]"
665,"[28, 9]"
666,[6]
667,[15]
668,[8]
669,"[26, 10]"
670,[8]
671,"[9, 25]"
672,"[9, 28]"
673,[28]
674,"[2, 26]"
675,[6]
676,[8]
677,[1]
678,[7]
679,[26]
680,[28]
681,"[8, 26]"
682,"[2, 26]"
683,[8]
684,[26]
685,"[8, 6]"
686,"[9, 28]"
687,[5]
688,"[11, 12]"
689,"[15, 8, 19, 11]"
690,"[28, 19]"
691,"[28, 14]"
692,"[28, 3]"
693,"[26, 8]"
694,[12]
695,"[11, 26]"
696,"[15, 1, 25]"
697,[26]
698,[28]
699,[8]
700,[17]
701,[28]
702,[5]
703,"[19, 11]"
704,[17]
705,"[28, 8]"
706,[28]
707,"[11, 5]"
708,"[7, 11]"
709,[6]
710,[12]
711,"[9, 6]"
712,"[6, 11]"
713,"[14, 15]"
714,"[1, 28]"
715,"[26, 20]"
716,[9]
717,[7]
718,"[25, 9]"
719,[5]
720,"[26, 25]"
721,[28]
722,"[26, 8, 6]"
723,"[11, 18, 28]"
724,[8]
725,"[25, 11, 28]"
726,"[1, 11]"
727,[11]
728,"[15, 11]"
729,"[28, 7]"
730,[28]
731,[28]
732,[5]
733,"[26, 10, 8]"
734,"[11, 26]"
735,"[11, 6, 9]"
736,[15]
737,"[6, 7]"
738,[28]
739,"[14, 6, 0]"
740,[13]
741,[28]
742,[28]
743,"[6, 8]"
744,[26]
745,[26]
746,"[1, 11]"
747,"[9, 11]"
748,[15]
749,"[11, 9]"
750,[18]
751,"[8, 11]"
752,"[11, 6, 12, 19]"
753,"[9, 11]"
754,[6]
755,"[11, 28]"
756,[20]
757,[6]
758,"[11, 8]"
759,[11]
760,[7]
761,[15]
762,"[5, 8]"
763,"[11, 28]"
764,[8]
765,"[28, 19]"
766,"[6, 8]"
767,"[20, 26]"
768,[28]
769,"[8, 5]"
770,"[5, 26, 8, 10]"
771,"[1, 8, 2]"
772,"[6, 11]"
773,"[2, 15, 10]"
774,"[6, 8, 19, 26]"
775,[12]
776,[6]
777,[28]
778,"[5, 11, 20]"
779,"[28, 25, 9]"
780,[6]
781,"[11, 5]"
782,"[9, 6]"
783,[13]
784,[16]
785,"[28, 9]"
786,"[28, 25]"
787,[28]
788,[2]
789,[2]
790,[5]
791,[11]
792,"[0, 19]"
793,"[26, 8]"
794,"[28, 9]"
795,[6]
796,"[8, 20]"
797,"[28, 9]"
798,[7]
799,[11]
800,[26]
801,[5]
802,[7]
803,"[26, 17]"
804,"[6, 15]"
805,[11]
806,"[6, 9]"
807,[28]
808,"[10, 26]"
809,[3]
810,[26]
811,[6]
812,[28]
813,"[3, 20]"
814,"[11, 25]"
815,"[8, 26, 5]"
816,[8]
817,[22]
818,[5]
819,"[26, 5]"
820,[6]
821,[2]
822,"[8, 6]"
823,"[6, 9]"
824,[8]
825,"[6, 19]"
826,[7]
827,"[10, 26]"
828,[12]
829,"[8, 11]"
830,[11]
831,[6]
832,[7]
833,[28]
834,"[20, 26]"
835,"[28, 25, 9]"
836,"[9, 28]"
837,[12]
838,[11]
839,[28]
840,[20]
841,"[26, 6, 8]"
842,[13]
843,[7]
844,"[12, 13, 0]"
845,"[15, 20]"
846,[5]
847,"[18, 9]"
848,[10]
849,[28]
850,[8]
851,"[28, 25]"
852,"[28, 6, 17]"
853,[8]
854,[8]
855,[7]
856,[28]
857,[25]
858,[6]
859,"[28, 17]"
860,[1]
861,[28]
862,[2]
863,[25]
864,[6]
865,"[8, 11]"
866,"[6, 12]"
867,[16]
868,[11]
869,[19]
870,"[19, 15]"
871,[26]
872,[12]
873,"[6, 9]"
874,[12]
875,[18]
876,[8]
877,[28]
878,[7]
879,"[5, 15]"
880,[5]
881,[2]
882,[11]
883,[6]
884,[26]
885,"[1, 26]"
886,[11]
887,"[26, 8]"
888,[5]
889,[5]
890,"[28, 17]"
891,[25]
892,[24]
893,[28]
894,[8]
895,[26]
896,"[8, 26]"
897,[28]
898,[3]
899,"[6, 9, 11]"
900,[15]
901,"[17, 28, 9]"
902,[19]
903,[17]
904,"[28, 9]"
905,"[19, 11]"
906,[28]
907,"[8, 26]"
908,[8]
909,[6]
910,"[28, 9]"
911,[19]
912,[11]
913,[11]
914,"[28, 9]"
915,[19]
916,[8]
917,"[10, 26, 20]"
918,"[28, 16]"
919,[6]
920,[25]
921,[11]
922,[3]
923,[19]
924,"[11, 9]"
925,[26]
926,[11]
927,[5]
928,[9]
929,[17]
930,[6]
931,[5]
932,"[8, 11, 26]"
933,[11]
934,[11]
935,[26]
936,"[9, 11]"
937,[1]
938,[12]
939,"[25, 1]"
940,[2]
941,"[11, 5]"
942,[1]
943,[19]
944,[11]
945,"[9, 28]"
946,[19]
947,"[11, 6]"
948,"[11, 26, 8]"
949,[6]
950,"[11, 19]"
951,"[28, 19]"
952,[15]
953,[11]
954,"[13, 28]"
955,[11]
956,[12]
957,[5]
958,[11]
959,[11]
960,[7]
961,[28]
962,[9]
963,[13]
964,[1]
965,[11]
966,[11]
967,[8]
968,[19]
969,[12]
970,[19]
971,[2]
972,[11]
973,[8]
974,[7]
975,"[11, 6]"
976,[11]
977,[7]
978,"[9, 6, 15]"
979,[13]
980,[2]
981,[26]
982,[3]
983,[28]
984,[11]
985,[1]
986,[17]
987,[12]
988,[19]
989,[19]
990,[11]
991,"[17, 28]"
992,[5]
993,[7]
994,[5]
995,[11]
996,[25]
997,[19]
998,[28]
999,[16]
1000,[8]
1001,[3]
1002,"[19, 26]"
1003,[8]
1004,[19]
1005,[6]
1006,[13]
1007,[8]
1008,[5]
1009,[8]
1010,[5]
1011,[12]
1012,[8]
1013,"[11, 6]"
1014,[11]
1015,[25]
1016,[25]
1017,[28]
1018,[8]
1019,[17]
1020,[7]
1021,[20]
1022,"[9, 11]"
1023,[3]
1024,[19]
1025,[19]
1026,[11]
1027,"[6, 7]"
1028,[5]
1029,[5]
1030,[12]
1031,[11]
1032,"[9, 28]"
1033,[19]
1034,[2]
1035,"[26, 7, 9]"
1036,"[13, 28]"
1037,"[28, 7]"
1038,[5]
1039,"[5, 11]"
1040,[26]
1041,[11]
1042,"[28, 17]"
1043,"[8, 4]"
1044,"[7, 11]"
1045,"[8, 20]"
1046,"[15, 21]"
1047,"[26, 8]"
1048,"[15, 6, 20]"
1049,[7]
1050,[12]
1051,[6]
1052,[2]
1053,[11]
1054,[8]
1055,[19]
1056,[5]
1057,[11]
1058,[17]
1059,[16]
1060,"[8, 15]"
1061,"[8, 6]"
1062,[11]
1063,[10]
1064,"[11, 27]"
1065,[11]
1066,[19]
1067,[3]
1068,[26]
1069,"[8, 26]"
1070,[12]
1071,[7]
1072,[11]
1073,"[8, 2]"
1074,[5]
1075,[11]
1076,[28]
1077,[13]
1078,[19]
1079,[12]
1080,[5]
1081,[19]
1082,[11]
1083,[19]
1084,[15]
1085,[20]
1086,"[10, 7]"
1087,[11]
1088,"[5, 11]"
1089,"[6, 11]"
1090,[28]
1091,[5]
1092,"[1, 25]"
1093,"[16, 4]"
1094,[5]
1095,[28]
1096,"[4, 8]"
1097,[17]
1098,[11]
1099,[2]
1100,[6]
1101,"[9, 28]"
1102,[5]
1103,[11]
1104,[5]
1105,"[8, 26, 6]"
1106,"[11, 12]"
1107,[9]
1108,[6]
1109,[17]
1110,[8]
1111,[27]
1112,[19]
1113,"[6, 2]"
1114,[12]
1115,[1]
1116,[28]
1117,[19]
1118,[6]
1119,"[13, 15]"
1120,[25]
1121,"[11, 8]"
1122,[9]
1123,"[10, 26]"
1124,"[11, 8]"
1125,[11]
1126,"[28, 19]"
1127,[28]
1128,[6]
1129,[28]
1130,[26]
1131,[28]
1132,[11]
1133,[11]
1134,"[8, 26, 20]"
1135,[7]
1136,[12]
1137,[7]
1138,[28]
1139,[2]
1140,"[9, 6]"
1141,[16]
1142,"[7, 11]"
1143,[5]
1144,[11]
1145,"[19, 26]"
1146,"[7, 16]"
1147,[11]
1148,[5]
1149,[15]
1150,[28]
1151,"[11, 20]"
1152,"[15, 9]"
1153,[28]
1154,[19]
1155,[17]
1156,"[17, 9]"
1157,[11]
1158,[28]
1159,"[11, 9]"
1160,[15]
1161,[28]
1162,[9]
1163,[13]
1164,"[28, 19]"
1165,[8]
1166,"[8, 19]"
1167,"[10, 26]"
1168,[11]
1169,"[6, 9]"
1170,[28]
1171,[5]
1172,[8]
1173,[9]
1174,[11]
1175,[28]
1176,[15]
1177,[8]
1178,"[9, 20]"
1179,[15]
1180,"[9, 25]"
1181,[11]
1182,"[28, 17]"
1183,"[6, 8]"
1184,"[26, 1]"
1185,[3]
1186,"[26, 10, 9]"
1187,[8]
1188,[11]
1189,[5]
1190,[1]
1191,"[11, 19]"
1192,[23]
1193,[17]
1194,[11]
1195,[11]
1196,[16]
1197,"[6, 8]"
1198,"[28, 30]"
1199,[7]
1200,[21]
1201,[11]
1202,[19]
1203,[16]
1204,[11]
1205,[28]
1206,[8]
1207,[2]
1208,[19]
1209,[25]
1210,[3]
1211,"[11, 6]"
1212,[12]
1213,"[9, 6]"
1214,[10]
1215,[8]
1216,"[11, 26]"
1217,[10]
1218,[2]
1219,[12]
1220,[8]
1221,[12]
1222,[17]
1223,[17]
1224,[19]
1225,[20]
1226,[19]
1227,"[11, 1]"
1228,[19]
1229,[8]
1230,[6]
1231,[6]
1232,[25]
1233,"[10, 28]"
1234,[7]
1235,"[9, 11]"
1236,[25]
1237,[8]
1238,[5]
1239,[11]
1240,[17]
1241,"[26, 6]"
1242,[16]
1243,[12]
1244,[22]
1245,"[11, 15]"
1246,[20]
1247,[11]
1248,[26]
1249,[12]
1250,[8]
1251,[20]
1252,[9]
1253,[6]
1254,"[6, 28]"
1255,"[9, 6]"
1256,[11]
1257,[5]
1258,[7]
1259,[19]
1260,[12]
1261,[2]
1262,[8]
1263,"[26, 20]"
1264,[11]
1265,"[19, 20, 27]"
1266,[16]
1267,[11]
1268,"[8, 26]"
1269,[11]
1270,[11]
1271,[5]
1272,[8]
1273,[15]
1274,[19]
1275,[7]
1276,[11]
1277,"[29, 11]"
1278,[12]
1279,[11]
1280,"[10, 26]"
1281,[26]
1282,[20]
1283,[11]
1284,[23]
1285,[25]
1286,[11]
1287,[11]
1288,[17]
1289,[8]
1290,[28]
1291,[11]
1292,[5]
1293,"[20, 9]"
1294,[20]
1295,"[26, 25, 8]"
1296,"[1, 5]"
1297,[12]
1298,"[11, 1]"
1299,[10]
1300,[7]
1301,"[8, 6]"
1302,[6]
1303,"[12, 11]"
1304,[8]
1305,[7]
1306,[8]
1307,[26]
1308,[7]
1309,[17]
1310,[25]
1311,"[20, 9]"
1312,[11]
1313,[26]
1314,"[28, 7, 9]"
1315,[5]
1316,[6]
1317,"[25, 1]"
1318,[28]
1319,[16]
1320,[2]
1321,[8]
1322,[6]
1323,[11]
1324,[28]
1325,[6]
1326,[28]
1327,[28]
1328,"[15, 9]"
1329,"[15, 11]"
1330,"[8, 26]"
1331,[8]
1332,"[20, 9]"
1333,"[11, 17]"
1334,"[14, 11]"
1335,[15]
1336,[8]
1337,"[6, 8]"
1338,[2]
1339,[17]
1340,[8]
1341,"[11, 5, 8]"
1342,[5]
1343,"[6, 25, 9]"
1344,"[8, 26]"
1345,"[28, 25, 9]"
1346,"[25, 19]"
1347,"[28, 9]"
1348,"[11, 5, 8]"
1349,[8]
1350,[5]
1351,"[11, 28, 19]"
1352,"[8, 26, 5]"
1353,"[16, 12, 11]"
1354,[15]
1355,[5]
1356,"[1, 8]"
1357,"[8, 26, 5]"
1358,"[8, 20]"
1359,[6]
1360,[7]
1361,"[9, 28]"
1362,"[6, 28]"
1363,[12]
1364,[7]
1365,"[19, 6]"
1366,[28]
1367,[15]
1368,[19]
1369,"[12, 25]"
1370,"[25, 28, 9]"
1371,"[28, 6]"
1372,[28]
1373,"[11, 8]"
1374,[17]
1375,[28]
1376,"[11, 12]"
1377,"[25, 28]"
1378,[6]
1379,"[28, 9]"
1380,"[2, 8]"
1381,"[15, 11]"
1382,[11]
1383,"[17, 28]"
1384,"[8, 26]"
1385,[19]
1386,"[17, 28]"
1387,[5]
1388,"[5, 8]"
1389,"[15, 11]"
1390,[5]
1391,[26]
1392,"[28, 9]"
1393,"[11, 5]"
1394,"[8, 11]"
1395,"[19, 28]"
1396,"[20, 8]"
1397,[28]
1398,"[9, 11]"
1399,"[28, 17]"
1400,"[19, 6]"
1401,"[28, 17]"
1402,[26]
1403,"[26, 10]"
1404,"[2, 28]"
1405,"[9, 28]"
1406,[5]
1407,"[11, 7]"
1408,[1]
1409,[28]
1410,[1]
1411,[20]
1412,[28]
1413,[12]
1414,[7]
1415,"[26, 10]"
1416,[1]
1417,[5]
1418,"[11, 26]"
1419,"[1, 6, 25]"
1420,"[28, 6]"
1421,[28]
1422,"[16, 12]"
1423,"[8, 6, 17]"
1424,[2]
1425,"[28, 25]"
1426,[8]
1427,[6]
1428,[28]
1429,[28]
1430,"[12, 28]"
1431,"[26, 5, 8]"
1432,"[8, 11]"
1433,[15]
1434,"[17, 28]"
1435,[4]
1436,[6]
1437,"[9, 28]"
1438,[3]
1439,"[11, 7]"
1440,"[7, 8]"
1441,[28]
1442,[11]
1443,[6]
1444,"[9, 28]"
1445,"[28, 17]"
1446,[11]
1447,[11]
1448,"[8, 5]"
1449,[13]
1450,[7]
1451,[11]
1452,[28]
1453,"[28, 10]"
1454,[5]
1455,"[23, 11]"
1456,[28]
1457,[8]
1458,[13]
1459,[11]
1460,[12]
1461,"[11, 9]"
1462,[5]
1463,[8]
1464,[11]
1465,[25]
1466,[17]
1467,[11]
1468,[19]
1469,[6]
1470,[16]
1471,[5]
1472,[11]
1473,[28]
1474,[5]
1475,[11]
1476,[8]
1477,[11]
1478,[3]
1479,[11]
1480,[16]
1481,[11]
1482,[11]
1483,[7]
1484,"[19, 2]"
1485,[5]
1486,[12]
1487,[9]
1488,[9]
1489,[19]
1490,"[26, 5]"
1491,[19]
1492,[20]
1493,[5]
1494,"[9, 25]"
1495,[11]
1496,[20]
1497,[5]
1498,[5]
1499,[5]
1500,[11]
1501,[8]
1502,[19]
1503,[16]
1504,[9]
1505,[11]
1506,[1]
1507,"[28, 12]"
1508,[28]
1509,"[8, 9, 11, 12]"
1510,[11]
1511,"[0, 4]"
1512,[28]
1513,"[15, 11]"
1514,[11]
1515,[11]
1516,[7]
1517,[5]
1518,[1]
1519,"[8, 11]"
1520,[15]
1521,"[11, 10, 7]"
1522,"[8, 26]"
1523,[11]
1524,"[9, 15]"
1525,[6]
1526,[12]
1527,[15]
1528,[11]
1529,"[9, 26]"
1530,[11]
1531,"[25, 6]"
1532,[6]
1533,[10]
1534,[5]
1535,"[26, 8]"
1536,[25]
1537,[8]
1538,[1]
1539,[11]
1540,"[6, 19]"
1541,[8]
1542,[28]
1543,[11]
1544,[11]
1545,[5]
1546,[28]
1547,[19]
1548,[11]
1549,[4]
1550,[11]
1551,[13]
1552,[11]
1553,[2]
1554,[16]
1555,[11]
1556,[28]
1557,[19]
1558,[19]
1559,[5]
1560,[11]
1561,[22]
1562,[12]
1563,[1]
1564,"[10, 28]"
1565,"[11, 6]"
1566,[17]
1567,"[11, 9]"
1568,"[11, 15]"
1569,[5]
1570,[8]
1571,[11]
1572,"[8, 26]"
1573,[7]
1574,"[3, 20]"
1575,[8]
1576,[11]
1577,[22]
1578,[28]
1579,"[9, 28]"
1580,[8]
1581,[12]
1582,[2]
1583,"[28, 9]"
1584,[2]
1585,[28]
1586,[5]
1587,[5]
1588,[3]
1589,"[0, 3, 6]"
1590,[6]
1591,[11]
1592,[5]
1593,[5]
1594,[25]
1595,"[20, 1]"
1596,[16]
1597,[13]
1598,[11]
1599,[2]
1600,[1]
1601,[11]
1602,[26]
1603,[11]
1604,[19]
1605,[5]
1606,[5]
1607,[5]
1608,[15]
1609,[4]
1610,"[9, 6]"
1611,[16]
1612,[28]
1613,[6]
1614,[3]
1615,[14]
1616,[1]
1617,"[28, 25]"
1618,[11]
1619,[5]
1620,[10]
1621,[11]
1622,"[19, 28]"
1623,[28]
1624,[7]
1625,[15]
1626,[18]
1627,[4]
1628,[28]
1629,[11]
1630,[7]
1631,[18]
1632,[11]
1633,[19]
1634,[13]
1635,[11]
1636,"[9, 11]"
1637,[1]
1638,[11]
1639,[11]
1640,[8]
1641,[25]
1642,[5]
1643,"[9, 28, 25]"
1644,[19]
1645,[28]
1646,[11]
1647,[8]
1648,[19]
1649,[2]
1650,[14]
1651,[11]
1652,[13]
1653,[16]
1654,[11]
1655,[7]
1656,"[28, 9]"
1657,[11]
1658,"[11, 1]"
1659,[8]
1660,[12]
1661,[19]
1662,[20]
1663,[19]
1664,[4]
1665,"[16, 11]"
1666,[11]
1667,[28]
1668,[11]
1669,[11]
1670,[9]
1671,[28]
1672,[11]
1673,[11]
1674,"[8, 2]"
1675,[11]
1676,[13]
1677,[4]
1678,[28]
1679,[5]
1680,[11]
1681,[11]
1682,[12]
1683,[19]
1684,[28]
1685,[9]
1686,[12]
1687,[7]
1688,[28]
1689,[4]
1690,[5]
1691,"[28, 17]"
1692,[28]
1693,[12]
1694,[8]
1695,[20]
1696,[11]
1697,"[8, 26]"
1698,"[2, 19]"
1699,[19]
1700,[18]
1701,[9]
1702,[11]
1703,[5]
1704,[13]
1705,[28]
1706,[28]
1707,[11]
1708,[28]
1709,[28]
1710,"[6, 2]"
1711,[15]
1712,[16]
1713,[3]
1714,"[11, 9]"
1715,"[9, 6]"
1716,[11]
1717,[5]
1718,"[8, 11]"
1719,[11]
1720,[9]
1721,"[11, 27]"
1722,[8]
1723,"[6, 9]"
1724,"[9, 25]"
1725,[28]
1726,[5]
1727,[13]
1728,[5]
1729,[27]
1730,"[19, 28]"
1731,[8]
1732,[12]
