user_id,item_id,rating,timestamp
0fc557fa55cf2cd88d16ba1e5a2e934d,27833670,4,2017-07-19
0fc557fa55cf2cd88d16ba1e5a2e934d,29868610,4,2017-07-29
0fde2a81453f4adbf66107067e415c68,40158,4,2017-07-05
0fde2a81453f4adbf66107067e415c68,448873,4,2017-07-04
0fde2a81453f4adbf66107067e415c68,23299512,4,2017-07-28
0fde2a81453f4adbf66107067e415c68,28374007,4,2017-10-23
0fde2a81453f4adbf66107067e415c68,29283884,4,2017-08-22
0fde2a81453f4adbf66107067e415c68,31952703,5,2017-07-17
0fde2a81453f4adbf66107067e415c68,32075662,4,2017-07-30
1023cd55aae31e7987939c06830ebf6b,6574102,3,2017-09-22
1023cd55aae31e7987939c06830ebf6b,18467802,4,2017-09-12
1023cd55aae31e7987939c06830ebf6b,25953369,4,2017-07-04
1023cd55aae31e7987939c06830ebf6b,26827675,3,2017-09-02
1023cd55aae31e7987939c06830ebf6b,32078787,4,2017-07-12
10a8910f89a002e7f703a6c9ea77578d,10210,3,2017-07-23
10a8910f89a002e7f703a6c9ea77578d,13206828,4,2017-08-14
10a8910f89a002e7f703a6c9ea77578d,13206900,4,2017-09-15
10cf1dac4f49ce5f8a28d1658e6f67b0,29405093,3,2017-07-20
11001d939439c4184feb432527efd5bd,15749186,4,2017-08-02
11001d939439c4184feb432527efd5bd,26245850,4,2017-08-04
11956c66a58089e83f489eb178f5c94e,25494343,5,2017-08-04
11956c66a58089e83f489eb178f5c94e,28763485,4,2017-08-02
11956c66a58089e83f489eb178f5c94e,28954137,5,2017-08-09
11956c66a58089e83f489eb178f5c94e,30312891,5,2017-08-07
11eea55bd757e688809cb8e2c571fc23,830502,4,2017-07-28
11eea55bd757e688809cb8e2c571fc23,18243700,3,2017-09-27
11eea55bd757e688809cb8e2c571fc23,25558608,4,2017-10-19
11eea55bd757e688809cb8e2c571fc23,29749085,4,2017-09-18
11eea55bd757e688809cb8e2c571fc23,32796253,2,2017-07-11
123f39058e48f353b6420b4c7733ee07,3,5,2017-07-22
123f39058e48f353b6420b4c7733ee07,5,5,2017-07-25
123f39058e48f353b6420b4c7733ee07,10614,4,2017-10-08
123f39058e48f353b6420b4c7733ee07,15881,4,2017-07-24
123f39058e48f353b6420b4c7733ee07,18246727,4,2017-10-08
123f39058e48f353b6420b4c7733ee07,28243032,4,2017-09-26
123f39058e48f353b6420b4c7733ee07,29981261,5,2017-10-07
123f39058e48f353b6420b4c7733ee07,32796253,4,2017-07-07
127db58be0763c2e89745ebe252f1350,15749186,5,2017-07-24
127db58be0763c2e89745ebe252f1350,20698530,5,2017-07-24
127db58be0763c2e89745ebe252f1350,23513349,4,2017-08-17
127db58be0763c2e89745ebe252f1350,29283884,5,2017-08-10
127db58be0763c2e89745ebe252f1350,35247769,5,2017-07-25
128dac6e7e0970f41820bd874a5c3aa7,23019294,2,2017-07-16
128dac6e7e0970f41820bd874a5c3aa7,28187230,1,2017-09-05
136f73cdcddaa15ba0b7749c9b90031e,13132816,4,2017-08-06
136f73cdcddaa15ba0b7749c9b90031e,13643567,3,2017-08-08
136f73cdcddaa15ba0b7749c9b90031e,15768409,4,2017-08-09
13ad29353c1e0bd8c6f9b011366b417a,22232,4,2017-09-04
13ad29353c1e0bd8c6f9b011366b417a,28458598,5,2017-07-10
13ad29353c1e0bd8c6f9b011366b417a,30312891,4,2017-07-01
13f857b24aea62067bcbbca21330cfe9,28187230,3,2017-08-24
13f857b24aea62067bcbbca21330cfe9,29437949,4,2017-07-18
1439d92d5250c3fd860d2596b45f521d,6043849,5,2017-09-15
1439d92d5250c3fd860d2596b45f521d,7540092,5,2017-09-23
1439d92d5250c3fd860d2596b45f521d,14288998,4,2017-08-13
143c6db96e6a198ac63f10e518a99ded,8490112,4,2017-07-26
14c50ead6115d7cc4f90730f9443936a,31450852,4,2017-09-08
14daace50b22d744cf636f369c93ca64,153025,4,2017-07-23
14daace50b22d744cf636f369c93ca64,10054335,4,2017-08-18
14daace50b22d744cf636f369c93ca64,22055262,4,2017-08-09
14daace50b22d744cf636f369c93ca64,29236299,4,2017-07-14
14daace50b22d744cf636f369c93ca64,29437949,4,2017-10-10
14daace50b22d744cf636f369c93ca64,31176886,4,2017-09-10
1598dbe00a5dcafe73db214eb2bc694c,17378527,3,2017-07-03
15b87a7106badbed8c283e243012710c,307791,5,2017-07-12
15b87a7106badbed8c283e243012710c,23299512,3,2017-08-18
1638d70e501c7d331ec9d368b5e2854a,23203106,4,2017-08-03
1638d70e501c7d331ec9d368b5e2854a,25074850,3,2017-08-28
1638d70e501c7d331ec9d368b5e2854a,25663637,4,2017-08-07
1638d70e501c7d331ec9d368b5e2854a,29093326,3,2017-08-03
17a778ddd78fd141f8e84056872da093,20706317,4,2017-08-13
17a778ddd78fd141f8e84056872da093,25489134,4,2017-07-18
189c16680357999d5073ff38a4a4ffe6,16140408,4,2017-09-27
189c16680357999d5073ff38a4a4ffe6,33151805,5,2017-09-07
190fab8bb2b001be53c7e14a759ed38e,5,5,2017-07-16
190fab8bb2b001be53c7e14a759ed38e,6,4,2017-07-29
190fab8bb2b001be53c7e14a759ed38e,18712886,5,2017-08-19
190fab8bb2b001be53c7e14a759ed38e,22698568,4,2017-08-30
190fab8bb2b001be53c7e14a759ed38e,22698569,3,2017-09-11
190fab8bb2b001be53c7e14a759ed38e,28449207,5,2017-08-05
190fab8bb2b001be53c7e14a759ed38e,30831912,3,2017-07-05
191941c990613321aea2deda41bd8997,25526296,4,2017-09-05
192c4c33453b75cb4c51bcfd53656cc6,20821284,5,2017-07-11
192c4c33453b75cb4c51bcfd53656cc6,29283884,5,2017-07-13
19693538deeadfeb058fe9e369416d33,37470,5,2017-09-25
19693538deeadfeb058fe9e369416d33,8525590,4,2017-07-25
19693538deeadfeb058fe9e369416d33,13574417,4,2017-08-02
196c621efe6123ef73ce2e0fd78ccadd,32796253,2,2017-08-06
198f7b4a5cb21506ab0c2adeb52299c0,6366437,5,2017-09-23
198f7b4a5cb21506ab0c2adeb52299c0,15704486,4,2017-08-28
198f7b4a5cb21506ab0c2adeb52299c0,25558608,5,2017-07-20
19b000569eba30bc67ecfa2950e13ae5,15760001,3,2017-07-01
1a38ae2b455de7a99e22ee43b10f2ba4,29430013,4,2017-09-04
1a38ae2b455de7a99e22ee43b10f2ba4,29437949,1,2017-08-09
1a5ac68949be30c361cc7d17c6b0b115,26252859,3,2017-07-01
1a6ad52741856476557c9769732e680d,6437061,5,2017-07-15
1a6ad52741856476557c9769732e680d,25526296,5,2017-07-10
1a8d345b3e5f8a7b07dd50d6e8bb3a4e,15881,5,2017-07-18
1a8d345b3e5f8a7b07dd50d6e8bb3a4e,28449207,4,2017-07-19
1a8d345b3e5f8a7b07dd50d6e8bb3a4e,30145666,4,2017-08-20
1a9ab18b7a3343393f7d5505e51b65fb,32571395,5,2017-08-27
1a9ab18b7a3343393f7d5505e51b65fb,35504431,5,2017-10-09
1b28eda0b880b62986df52f813674a67,19057,4,2017-08-26
1b28eda0b880b62986df52f813674a67,13521399,4,2017-07-24
1b28eda0b880b62986df52f813674a67,15283043,3,2017-08-03
1b28eda0b880b62986df52f813674a67,15745753,5,2017-08-03
1b28eda0b880b62986df52f813674a67,15790873,4,2017-07-09
1b28eda0b880b62986df52f813674a67,16101128,4,2017-08-11
1b28eda0b880b62986df52f813674a67,16151178,5,2017-07-06
1b28eda0b880b62986df52f813674a67,18298225,5,2017-07-22
1b28eda0b880b62986df52f813674a67,20820994,5,2017-07-21
1b28eda0b880b62986df52f813674a67,21437200,5,2017-08-01
1b28eda0b880b62986df52f813674a67,22522202,3,2017-07-24
1b28eda0b880b62986df52f813674a67,22557272,3,2017-07-20
1b28eda0b880b62986df52f813674a67,22836575,4,2017-07-31
1b28eda0b880b62986df52f813674a67,23009402,5,2017-07-01
1b28eda0b880b62986df52f813674a67,25486998,4,2017-07-06
1b28eda0b880b62986df52f813674a67,25574782,4,2017-07-10
1b28eda0b880b62986df52f813674a67,25785357,4,2017-08-03
1b28eda0b880b62986df52f813674a67,26153925,4,2017-07-22
1b28eda0b880b62986df52f813674a67,28763485,3,2017-08-11
1b28eda0b880b62986df52f813674a67,30724132,5,2017-08-15
1b381133ff749b427c8a3d3e47e552d4,25251757,3,2017-10-03
1b381133ff749b427c8a3d3e47e552d4,33151805,3,2017-09-04
1c731385e745dda72ee43e2d2e8f0f9e,7244,4,2017-07-11
1c731385e745dda72ee43e2d2e8f0f9e,21996,4,2017-09-13
1c731385e745dda72ee43e2d2e8f0f9e,17572903,2,2017-07-11
1c731385e745dda72ee43e2d2e8f0f9e,29780253,5,2017-09-13
1c731385e745dda72ee43e2d2e8f0f9e,33151805,3,2017-07-21
1d60fa19ccaa641b963ea552813cf6a3,29283884,4,2017-07-12
1d60fa19ccaa641b963ea552813cf6a3,29939230,5,2017-10-09
1e0ce8a0cd8816b8acbc1923779033c4,9361589,4,2017-08-20
1e0ce8a0cd8816b8acbc1923779033c4,18467802,5,2017-08-18
1e0ce8a0cd8816b8acbc1923779033c4,19486412,4,2017-09-17
1e0ce8a0cd8816b8acbc1923779033c4,25489134,5,2017-08-02
1e0ce8a0cd8816b8acbc1923779033c4,29430013,5,2017-10-25
1e1b1c1fbe72a30e7533434dd7fcb30b,1885,4,2017-07-17
1e1b1c1fbe72a30e7533434dd7fcb30b,30264,3,2017-10-12
1e1b1c1fbe72a30e7533434dd7fcb30b,8667848,3,2017-07-18
1e1b1c1fbe72a30e7533434dd7fcb30b,11559200,2,2017-08-13
1e1b1c1fbe72a30e7533434dd7fcb30b,16054217,2,2017-08-29
1e6c316232209116fd43351fef06f16a,29430012,3,2017-09-17
1e6f6b38affe22d1181debaee9aabc71,2213661,5,2017-10-26
1e6f6b38affe22d1181debaee9aabc71,3777732,5,2017-09-19
1e6f6b38affe22d1181debaee9aabc71,6752378,4,2017-09-21
1e6f6b38affe22d1181debaee9aabc71,8755776,5,2017-09-26
1e6f6b38affe22d1181debaee9aabc71,19288043,5,2017-10-18
1e6f6b38affe22d1181debaee9aabc71,23299512,4,2017-10-18
1e6f6b38affe22d1181debaee9aabc71,23308087,4,2017-09-25
1e6f6b38affe22d1181debaee9aabc71,23395680,4,2017-07-14
1e6f6b38affe22d1181debaee9aabc71,29236299,4,2017-08-16
1e6f6b38affe22d1181debaee9aabc71,31931941,4,2017-10-02
2002372bc1c75579cdd3e3ba739debf9,133518,4,2017-08-14
2002372bc1c75579cdd3e3ba739debf9,29780253,4,2017-07-26
20548f2d2f2c5973ed2f8bcd1a779e09,28186,4,2017-09-25
20548f2d2f2c5973ed2f8bcd1a779e09,28187,3,2017-09-22
20548f2d2f2c5973ed2f8bcd1a779e09,20764879,3,2017-08-04
20548f2d2f2c5973ed2f8bcd1a779e09,22055262,4,2017-07-31
20548f2d2f2c5973ed2f8bcd1a779e09,28458598,2,2017-07-13
20548f2d2f2c5973ed2f8bcd1a779e09,29749085,3,2017-08-31
20548f2d2f2c5973ed2f8bcd1a779e09,29939230,4,2017-08-11
20548f2d2f2c5973ed2f8bcd1a779e09,31931941,5,2017-09-05
20548f2d2f2c5973ed2f8bcd1a779e09,35247769,4,2017-07-21
208864e45c82b691fe8c759f0d8c6290,21996,4,2017-10-04
208864e45c82b691fe8c759f0d8c6290,234225,2,2017-10-07
208864e45c82b691fe8c759f0d8c6290,853510,5,2017-10-21
208864e45c82b691fe8c759f0d8c6290,3227063,4,2017-08-13
208864e45c82b691fe8c759f0d8c6290,13569581,4,2017-07-30
208864e45c82b691fe8c759f0d8c6290,18105451,2,2017-07-19
20ffd4c30226497a73fe5281c2675355,12873,5,2017-07-06
20ffd4c30226497a73fe5281c2675355,11387515,4,2017-07-20
20ffd4c30226497a73fe5281c2675355,12974372,3,2017-08-26
20ffd4c30226497a73fe5281c2675355,22836575,3,2017-09-15
20ffd4c30226497a73fe5281c2675355,23395680,5,2017-09-09
20ffd4c30226497a73fe5281c2675355,32075671,5,2017-09-15
2137c9bf176a43e3a98dfe04be603a76,17314430,4,2017-07-16
21a787a1a24f28275fb6f0b281cf964e,12000020,5,2017-07-11
21a787a1a24f28275fb6f0b281cf964e,24120519,4,2017-09-27
221150751c4f1e660149d29d6a119088,19161852,5,2017-08-21
221150751c4f1e660149d29d6a119088,25533076,4,2017-10-05
221150751c4f1e660149d29d6a119088,32796253,4,2017-07-12
226c7711bcf8eba8b9d683ae99c7331d,1,5,2017-07-22
226c7711bcf8eba8b9d683ae99c7331d,2,3,2017-07-06
226c7711bcf8eba8b9d683ae99c7331d,136251,5,2017-08-02
226c7711bcf8eba8b9d683ae99c7331d,18692431,3,2017-08-05
226c7711bcf8eba8b9d683ae99c7331d,28187230,4,2017-08-23
22784f17ceb7c97e88052db1857cdac9,16160797,4,2017-07-09
22784f17ceb7c97e88052db1857cdac9,28458598,4,2017-09-18
22784f17ceb7c97e88052db1857cdac9,29283884,4,2017-09-27
22f2b7b740f78e4dc1dadbd8646ef7ac,99383,4,2017-09-29
22f2b7b740f78e4dc1dadbd8646ef7ac,28374007,4,2017-07-20
22f2b7b740f78e4dc1dadbd8646ef7ac,30226723,3,2017-07-25
22f2b7b740f78e4dc1dadbd8646ef7ac,30253864,4,2017-09-11
236115420ce6cbf0ee39acd40e335e25,29405093,5,2017-07-12
238cdd95fa5a856ad9fd030fb9d9a8f3,18467802,2,2017-08-21
23b9b940b9679035cecfa0c70ee2c449,40024,5,2017-07-24
23b9b940b9679035cecfa0c70ee2c449,6218281,4,2017-10-23
23b9b940b9679035cecfa0c70ee2c449,16096824,3,2017-09-10
23b9b940b9679035cecfa0c70ee2c449,17927395,4,2017-10-14
23b9b940b9679035cecfa0c70ee2c449,30821598,4,2017-07-21
23cf7a5040432d81f11af1dfcb13950d,13496,5,2017-07-09
23cf7a5040432d81f11af1dfcb13950d,47281,5,2017-10-11
23cf7a5040432d81f11af1dfcb13950d,6186357,3,2017-08-05
23cf7a5040432d81f11af1dfcb13950d,6609765,5,2017-09-26
23cf7a5040432d81f11af1dfcb13950d,8490112,4,2017-07-28
23cf7a5040432d81f11af1dfcb13950d,15790842,5,2017-10-08
23cf7a5040432d81f11af1dfcb13950d,18635113,4,2017-08-27
23cf7a5040432d81f11af1dfcb13950d,19103097,4,2017-08-29
23cf7a5040432d81f11af1dfcb13950d,26236956,4,2017-07-09
23d3d8ef29ac38744230981af2be5b1b,8909152,3,2017-09-25
23d3d8ef29ac38744230981af2be5b1b,17934530,2,2017-07-07
23d3d8ef29ac38744230981af2be5b1b,19161852,4,2017-08-17
23d3d8ef29ac38744230981af2be5b1b,27161156,3,2017-08-20
23d3d8ef29ac38744230981af2be5b1b,28449207,4,2017-09-02
23d3d8ef29ac38744230981af2be5b1b,28763485,5,2017-07-02
2410480215a67a25b9fa9e6eb4246cee,238126,4,2017-09-21
242881447190956c6561be8133142aa2,18297707,4,2017-07-28
242881447190956c6561be8133142aa2,33280872,5,2017-10-06
242f472b21618ec1772224a5567d969e,27071490,4,2017-07-12
242f472b21618ec1772224a5567d969e,27824826,4,2017-07-26
24344e9ba217d9481e7e0dccf43530e5,10763598,5,2017-07-16
24344e9ba217d9481e7e0dccf43530e5,13638125,4,2017-09-18
24344e9ba217d9481e7e0dccf43530e5,16096824,5,2017-07-31
24344e9ba217d9481e7e0dccf43530e5,17927395,5,2017-08-14
24344e9ba217d9481e7e0dccf43530e5,23766634,5,2017-08-16
24344e9ba217d9481e7e0dccf43530e5,32075662,4,2017-09-15
244dc1c0b1c7e0ca40b30edbb55246b4,16096824,3,2017-07-25
244dc1c0b1c7e0ca40b30edbb55246b4,17927395,4,2017-08-13
244dc1c0b1c7e0ca40b30edbb55246b4,23766634,4,2017-08-17
244dc1c0b1c7e0ca40b30edbb55246b4,27071490,5,2017-07-02
244dc1c0b1c7e0ca40b30edbb55246b4,29283884,4,2017-09-09
